"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","21/1402","85/13303",0.000148980742930857,0.00402802721445503,0.00336332785832707,"P2rx7/Cd274/Ccl5/Trp53/Serpinb9/Hsh2d/Nr4a3/Ripk3/Prkcq/Nfkbid/Hcls1/Ccr7/Gimap8/Cxcr2/Cxcl12/Ido1/Pdcd1/Gas6/Tnfsf4/Ceacam1/Blk",21
"GO:0048232","GO:0048232","male gamete generation","60/1402","356/13303",0.000155420589326253,0.00416893107779095,0.00348097996534436,"Sycp1/H3f3b/Zcwpw1/Jag2/Piwil2/Cadm1/Prdm9/Ovol1/Tdrkh/Zfp37/Zmynd15/Herpud2/Lgr4/Tex14/M1ap/Hsf2bp/Slc25a31/Hormad1/Tex11/Hspa2/Bmp8b/Cyp26b1/Sycp3/Spag16/Tdrd12/Xlr3a/Xlr3c/Tex15/Rgs2/Xlr5a/Zfp39/Msh4/Xlr4b/Iqcg/Zglp1/Xlr4a/Hfm1/Rnf17/Slc26a8/Jam2/Ggt1/Boll/Cftr/Foxa3/Calr3/Xlr3b/Piwil4/Zscan2/Adcy10/Spag6l/Sycp2/Sox8/Morc1/Brdt/Osbp2/Nup210l/Gal3st1/Cnbd2/Ak7/Cfap54",60
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","25/1402","110/13303",0.000155832560452544,0.00416893107779095,0.00348097996534436,"Trim21/Trim25/Trim30a/Trim12c/Tnf/Chuk/Trim34a/Trim34b/Tnfsf10/Il1a/Trim6/Rnf31/Cd40/Il1b/Trim30c/S100a13/Clec4d/Trim12a/Trim30d/Trim30b/Nod1/Fasl/Tnfrsf19/Tnfsf11/Prkd1",25
"GO:0045165","GO:0045165","cell fate commitment","32/1402","156/13303",0.000162373612028456,0.00432117837665257,0.00360810363019418,"Fgfr1/Jag2/Eomes/Trp53/Id2/Foxa1/Pou4f1/Gata2/Il6/Tlx3/Glis1/Edn1/Cyp26b1/Wnt11/Prdm1/Pdpn/Tbx2/Myt1l/Prrx1/Pparg/Tgfb1i1/Bmp2/Spdef/Wnt2b/Wnt5b/Casz1/Sox8/Wnt10b/Pou1f1/Wnt4/Gas1/Wnt9a",32
"GO:0007276","GO:0007276","gamete generation","74/1402","464/13303",0.000171942621496758,0.00455200179722927,0.00380083689624412,"Sycp1/H3f3b/Afp/Zcwpw1/Jag2/Piwil2/Cadm1/Prdm9/Ovol1/Tdrkh/Zfp37/Zmynd15/Plat/Herpud2/Lgr4/Tex14/M1ap/Hsf2bp/Inhbb/Slc25a31/Hormad1/Tex11/Hspa2/Bmp8b/Edn1/Cyp26b1/Sycp3/Spag16/Tdrd12/Xlr3a/Prdm1/Gdf9/Xlr3c/Tex15/Rgs2/Xlr5a/Bmpr1b/Zfp39/Msh4/Xlr4b/Iqcg/Zglp1/Xlr4a/Hfm1/Paqr5/Rnf17/Slc26a8/Jam2/Cxcl12/Ptx3/Ggt1/Boll/Cftr/Foxa3/Calr3/Xlr3b/Ereg/Piwil4/Zscan2/Adcy10/Spag6l/Sycp2/Sox8/Morc1/Amh/Fmn2/Brdt/Osbp2/Nup210l/Gal3st1/Wnt4/Cnbd2/Ak7/Cfap54",74
"GO:0046942","GO:0046942","carboxylic acid transport","35/1402","177/13303",0.000175660057182932,0.00462632160964169,0.00386289255828516,"P2rx7/Rab3gap1/Slc38a6/Slco1a6/Lrrc8d/Slc23a2/Slco1a5/Il1a/Slc16a9/Epm2a/Edn1/Slc15a4/Slc25a21/Slc16a3/Slc17a8/Rgs2/Il1b/AU018091/Nos2/Syk/Slc11a1/Slc6a14/Slc26a8/Il1rn/Abat/Slc13a2/Slc7a3/Slc5a8/Slc16a5/Emb/Ceacam1/Adora2a/Tnfsf11/Apba1/Slc7a2",35
"GO:0050870","GO:0050870","positive regulation of T cell activation","32/1402","157/13303",0.000183758968975391,0.00481467442939129,0.0040201636620118,"Cd274/Ccl5/Havcr2/Il2rg/Il15/Nckap1l/Il1a/Ccdc88b/Socs1/Cd5/Il6/Ccl2/Prkcq/Nfkbid/Il1b/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Slamf1/Tnfsf13b/Ccr2/Efnb3/Ikzf1/Nlrp3/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfsf11/Tnfrsf13c",32
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","24/1402","105/13303",0.000190818779974822,0.00497400953134369,0.00415320551070705,"Cd274/Ccl5/Havcr2/Chrnb2/Il15/Nckap1l/Il1a/Ccdc88b/Il6/Prkcq/Cdkn1a/Cd40/Il1b/Ptprc/Ccr7/Syk/Slamf1/Tnfsf13b/Ccr2/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfrsf13c",24
"GO:0042742","GO:0042742","defense response to bacterium","30/1402","144/13303",0.000192875504854714,0.00499552819219047,0.00417117319256386,"P2rx7/Gbp2b/Tnf/Havcr2/Serpine1/Optn/Serpinb9/Oas2/Stab1/Oas1c/Syt11/Fcgr1/Cebpb/Gsdmc4/Ssc5d/Nos2/Trbc1/Adamts5/Clec4d/Bcl3/Syk/Slc11a1/1300017J02Rik/Nod1/Trdc/Nlrp3/Trbc2/Pglyrp4/Pglyrp2/Prkd1",30
"GO:0050920","GO:0050920","regulation of chemotaxis","34/1402","171/13303",0.000193609886653851,0.00499552819219047,0.00417117319256386,"Hspb1/Fgfr1/Ccl5/Pla2g7/Csf1r/Serpine1/Gstp2/Nbl1/Mtus1/Nckap1l/S100a14/Sema6a/Angpt2/C3ar1/Edn1/Ccl2/S1pr1/Smoc2/Ccr4/Sema4f/Il1b/P2ry12/Ccr7/Sema3c/Cxcr2/Cxcl12/Slamf1/Ccr2/Dusp1/Dysf/Gas6/Sema4g/Prkd1/Slit1",34
"GO:0048512","GO:0048512","circadian behavior","11/1402","31/13303",0.000196685876564109,0.00504926419482507,0.00421604175601534,"Nr1d1/Trp53/Id2/Chrnb2/Il6/Nlgn1/Lepr/Ciart/Ptger4/Adora2a/Csf2",11
"GO:0071347","GO:0071347","cellular response to interleukin-1","17/1402","63/13303",0.000199938577387628,0.00510255034616029,0.00426053470199287,"Ccl5/Nr1d1/Serpine1/Ccl4/Il1a/Il6/Cebpb/Ccl25/Ccl2/Ccl20/Cd40/Il1b/St18/Irak3/Il1rn/Hyal1/Ccl9",17
"GO:0007140","GO:0007140","male meiotic nuclear division","12/1402","36/13303",0.000200769244389545,0.00510255034616029,0.00426053470199287,"Tdrkh/Tex14/M1ap/Hsf2bp/Slc25a31/Tex11/Hspa2/Cyp26b1/Tdrd12/Tex15/Sycp2/Brdt",12
"GO:0050792","GO:0050792","regulation of viral process","29/1402","138/13303",0.000209431939153766,0.0052962315757144,0.00442225492887136,"Trim21/Trim25/Trim30a/Isg20/Trim26/Apobec3/Sp100/Ly6e/Trim12c/Parp10/Ccl5/Tnf/Trim34a/Oas2/Pcx/Oas1c/Adar/Oasl1/Trim34b/Trim6/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Zfp36/Trim15/Tmprss4/Ifitm1",29
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","20/1402","81/13303",0.000214169552574106,0.00538922690957514,0.00449990430421466,"Ddx58/Cd84/Gata2/Fcgr1/Stx11/Hmox1/Vamp2/Nr4a3/Ptafr/Lat2/Itgam/Dnase1l3/Cxcl1/Syk/Cd300a/Ccr2/Fcgr3/Lat/Pomc/Blk",20
"GO:0051607","GO:0051607","defense response to virus","38/1402","200/13303",0.000224134370057324,0.00558468138726164,0.00466310516032574,"Gbp2b/Ddx58/Trim25/Dhx58/Isg20/Ifi27/Apobec3/Slfn8/Ccl5/Aim2/Chuk/Trim34a/Il33/Ifit1bl2/Oas2/Irf5/Trex1/Oas1c/Il15/Adar/Oasl1/Trim6/Il6/Ifit1bl1/Ripk3/Cd40/Il1b/Ptprc/Trim12a/Pmaip1/Itgax/Il27/Nlrp3/Tspan6/Mmp12/Trim15/Ifitm1/Il23r",38
"GO:0140546","GO:0140546","defense response to symbiont","38/1402","200/13303",0.000224134370057324,0.00558468138726164,0.00466310516032574,"Gbp2b/Ddx58/Trim25/Dhx58/Isg20/Ifi27/Apobec3/Slfn8/Ccl5/Aim2/Chuk/Trim34a/Il33/Ifit1bl2/Oas2/Irf5/Trex1/Oas1c/Il15/Adar/Oasl1/Trim6/Il6/Ifit1bl1/Ripk3/Cd40/Il1b/Ptprc/Trim12a/Pmaip1/Itgax/Il27/Nlrp3/Tspan6/Mmp12/Trim15/Ifitm1/Il23r",38
"GO:0007631","GO:0007631","feeding behavior","16/1402","58/13303",0.000231469729473729,0.0057114593927911,0.00476896243862073,"Sgip1/Chrnb2/Pou4f1/Cpt1a/Nr4a3/Lepr/Gdf15/Cnr1/Atp8a2/Aoc3/Qrfp/Adora2a/Oxtr/Stra6/Tacr3/Mmp17",16
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","16/1402","58/13303",0.000231469729473729,0.0057114593927911,0.00476896243862073,"Cd274/Il2rg/Nckap1l/Smad7/Socs1/Il6/Lgals7/Prkcq/Nfkbid/Ccr7/Runx3/Ccr2/Il27/Nlrp3/Tnfsf4/Ceacam1",16
"GO:0002698","GO:0002698","negative regulation of immune effector process","22/1402","94/13303",0.00024309647169678,0.00594067002709005,0.00496034905810433,"Tnf/Havcr2/Il33/Serpinb9/Cd84/Nckap1l/Smad7/Foxj1/Hmox1/Ptprc/Serpinb9c/Muc4/Klrb1b/Cd300a/Irak3/Slamf1/Ccr2/Il20rb/Pglyrp4/Tnfsf4/Ceacam1/Pglyrp2",22
"GO:0052126","GO:0052126","movement in host environment","22/1402","94/13303",0.00024309647169678,0.00594067002709005,0.00496034905810433,"Trim21/Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim34a/Pcx/Trim34b/Trim6/4930486L24Rik/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Tmprss11d/Gas6/Trim15/Tmprss4/Ceacam1/Ifitm1",22
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","37/1402","194/13303",0.000249165084464462,0.00605238326579827,0.00505362753610044,"Hspb1/Trim21/Trim25/Trim30a/Trim12c/Nfkbia/Nr1d1/Tnf/Chuk/Trim34a/Il1rl1/Optn/Relb/Trim34b/Tnfsf10/Il1a/Sqstm1/Trim6/Per1/Edn1/Rnf31/Ripk3/Nfkbid/Cd40/Il1b/Trim30c/S100a13/Clec4d/Trim12a/Bcl3/Trim30d/Trim30b/Nod1/Fasl/Tnfrsf19/Tnfsf11/Prkd1",37
"GO:0070234","GO:0070234","positive regulation of T cell apoptotic process","7/1402","14/13303",0.00025004927912997,0.00605238326579827,0.00505362753610044,"Cd274/Ccl5/Trp53/Nfkbid/Ido1/Pdcd1/Ceacam1",7
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","18/1402","70/13303",0.000254152697122247,0.00612255051882644,0.00511221588823596,"Cd274/Havcr2/Il33/Crtam/Foxj1/Inpp5d/Cebpb/Lgals7/Prdm1/Zc3h12d/Cd300a/Slfn1/Btn1a1/Sox11/Ido1/Il20rb/Ceacam1/Blk",18
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","20/1402","82/13303",0.000255652889875037,0.00612963980771138,0.0051181353126919,"Trp53/Atp6v0d1/Car2/Slc9b1/Slc9a2/Il1a/Cln5/Slc4a5/Atp1a2/Nr3c2/Atp6v0a4/Hvcn1/Nox1/Atp1a3/Slc11a1/Cftr/Fasl/Slc9a4/Car7/Slc9a9",20
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","24/1402","107/13303",0.000258659653051198,0.00617261510074761,0.00515401888362951,"Cd274/Ccl5/Havcr2/Chrnb2/Il15/Nckap1l/Il1a/Ccdc88b/Il6/Prkcq/Cdkn1a/Cd40/Il1b/Ptprc/Ccr7/Syk/Slamf1/Tnfsf13b/Ccr2/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfrsf13c",24
"GO:0008217","GO:0008217","regulation of blood pressure","26/1402","120/13303",0.000263068587262311,0.0062484935937118,0.00521737601496132,"Id2/Gch1/Cd34/Ptgs1/Ncald/Slc4a5/Hmox1/C3ar1/Edn1/Ptafr/Atp1a2/Nos2/Kcnk6/Nox1/Ephx2/Pparg/Cnr1/Abat/Aoc3/Qrfp/Acta2/Pomc/Gas6/Oxtr/Tacr3/Ncf2",26
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","15/1402","53/13303",0.000264933455216944,0.00626351978078013,0.00522992260188357,"P2rx7/Gm11127/H2-T24/Arid5a/H2-Q10/Gm8909/Il18r1/Il6/H2-Q1/Il1b/H2-Q2/Ptprc/Slamf1/Nlrp3/Tnfsf4",15
"GO:0140013","GO:0140013","meiotic nuclear division","29/1402","140/13303",0.000271175529040981,0.0063814130283116,0.00532836127238418,"Sycp1/Zcwpw1/Piwil2/Prdm9/Tdrkh/Syce2/Tex14/M1ap/Hsf2bp/Slc25a31/Hormad1/Tex11/Hspa2/Cyp26b1/Sycp3/Tdrd12/Tex15/Msh4/Hfm1/Ereg/Hormad2/Sycp2/Osm/Fmn2/Brdt/Gm960/Wnt4/Msx1/Cpeb1",29
"GO:0046883","GO:0046883","regulation of hormone secretion","37/1402","195/13303",0.000277000384140821,0.00648844678611886,0.0054177324708018,"Fgfr1/Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Il11/Inhbb/Cpt1a/Il6/Edn1/Gdf9/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Sox11/Doc2b/Osm/Pomc/Fgfr4/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",37
"GO:0007283","GO:0007283","spermatogenesis","57/1402","341/13303",0.00027978780119011,0.00652367611674004,0.00544714830709089,"Sycp1/H3f3b/Zcwpw1/Jag2/Piwil2/Cadm1/Prdm9/Ovol1/Tdrkh/Zfp37/Zmynd15/Herpud2/Lgr4/M1ap/Hsf2bp/Slc25a31/Hormad1/Hspa2/Bmp8b/Cyp26b1/Sycp3/Spag16/Tdrd12/Xlr3a/Xlr3c/Tex15/Rgs2/Xlr5a/Zfp39/Msh4/Xlr4b/Iqcg/Zglp1/Xlr4a/Hfm1/Rnf17/Slc26a8/Jam2/Ggt1/Boll/Cftr/Foxa3/Calr3/Xlr3b/Piwil4/Zscan2/Adcy10/Spag6l/Sox8/Morc1/Brdt/Osbp2/Nup210l/Gal3st1/Cnbd2/Ak7/Cfap54",57
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","9/1402","23/13303",0.000323284051945199,0.00746356352950626,0.00623193682780977,"Cd274/Eomes/Crtam/Nckap1l/Socs1/Runx3/Wdfy4/Clec4a1/Ceacam1",9
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","9/1402","23/13303",0.000323284051945199,0.00746356352950626,0.00623193682780977,"Ccl5/Pla2g7/Serpine1/Nbl1/S100a14/Ccl2/Cxcl12/Ccr2/Dusp1",9
"GO:0051701","GO:0051701","biological process involved in interaction with host","25/1402","115/13303",0.000324502762152446,0.00746356352950626,0.00623193682780977,"Trim21/Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim34a/Pcx/Trim34b/Trim6/4930486L24Rik/Trim30c/Alyref2/Trim12a/Trim30d/Ptx3/Trim30b/Tmprss11d/Gas6/Trim15/Pglyrp4/Tmprss4/Ceacam1/Ifitm1/Pglyrp2",25
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","13/1402","43/13303",0.000330421750350476,0.00753154151135187,0.0062886971791981,"P2rx7/Gm11127/H2-T24/Serpinb9/H2-Q10/Nckap1l/Gm8909/Stx11/Ripk3/H2-Q1/H2-Q2/Ptprc/Muc4",13
"GO:0051937","GO:0051937","catecholamine transport","13/1402","43/13303",0.000330421750350476,0.00753154151135187,0.0062886971791981,"Ly6e/Chrnb2/Syt7/Syt11/Rab3b/Ptgs1/P2ry12/Cxcl12/Cnr1/Abat/Slc29a4/Adora2a/Oxtr",13
"GO:0045088","GO:0045088","regulation of innate immune response","32/1402","162/13303",0.000333197995005436,0.00756091700273496,0.00631322516852405,"Trim21/Dhx58/Trim30a/Trim12c/Aim2/Cadm1/Havcr2/Serpinb9/Crtam/Ulbp1/Trex1/Oas1c/Adar/Trim6/Socs1/Slc15a4/Ifi205/Serpinb9c/Trim12a/Syk/Trim30d/Serpinb1a/Klrb1b/Pparg/Irak3/Ereg/Mmp12/Klrc1/Ceacam1/Klrb1c/Vav1/Lag3",32
"GO:0007281","GO:0007281","germ cell development","38/1402","204/13303",0.000338788285848726,0.00765360380875145,0.00639061692885176,"Sycp1/H3f3b/Piwil2/Zfp37/Zmynd15/Inhbb/Hormad1/Hspa2/Bmp8b/Edn1/Sycp3/Spag16/Xlr3a/Prdm1/Gdf9/Xlr3c/Xlr5a/Bmpr1b/Xlr4b/Iqcg/Zglp1/Xlr4a/Hfm1/Paqr5/Rnf17/Slc26a8/Jam2/Cxcl12/Ptx3/Cftr/Xlr3b/Ereg/Spag6l/Amh/Fmn2/Osbp2/Nup210l/Wnt4",38
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","43/1402","240/13303",0.000344698460953549,0.00775266494259687,0.00647333113444207,"Hspb1/Ccl5/Csf1r/Tnf/Id2/Crtam/Klf10/Car2/Il2rg/Mafb/Fbn1/Il15/Nckap1l/Pou4f1/Gata2/Smad7/Foxj1/Zeb1/Socs1/Inpp5d/Il6/Cebpb/Cyp26b1/Prdm1/Nfkbid/Itgam/Hcls1/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Ccr2/Ikzf1/Il27/Nlrp3/Gas6/Pglyrp4/Tnfsf4/Ceacam1/Tnfsf11/Pglyrp2/Lag3",43
"GO:0051952","GO:0051952","regulation of amine transport","16/1402","60/13303",0.000353574303807493,0.00791726073239422,0.00661076555971163,"P2rx7/Rab3gap1/Chrnb2/Syt7/Syt11/Rab3b/Ptgs1/Rgs2/Il1b/P2ry12/Cxcl12/Il1rn/Cnr1/Abat/Adora2a/Oxtr",16
"GO:0007610","GO:0007610","behavior","75/1402","483/13303",0.000358294380874716,0.00798083760623209,0.00666385106771339,"Sgip1/Ngf/Nr1d1/Trp53/Nr4a2/Id2/Chrnb2/Gatm/Arc/Syt11/Pou4f1/Ndrg4/Klk8/Ptgs1/Epm2a/Cpt1a/Il6/Arrdc3/Prex2/Nr4a3/Slc6a4/Nfatc4/Hexa/Mme/Atp1a2/Kalrn/Olfm2/Nlgn1/Il1b/Htr1d/Lepr/Gdf15/Ptprz1/Ciart/Btg2/Atp1a3/Gcnt4/Nptx2/Sez6l2/Tmod1/Adcy1/Cxcl12/Il1rn/Fzd9/Chrnb4/Efnb3/Ptger4/Kcnip3/Cnr1/Prkar1b/Atp8a2/Abat/Aoc3/Qrfp/Kcnab1/Penk/Ido1/Morc1/Osm/Aldh1a3/Syngap1/Prkcg/Dcdc2a/Pcdh15/Adcy8/Adora2a/Oxtr/Stra6/Baiap3/Csf2/Tacr3/Jph3/Apba1/Mmp17/Lpar5",75
"GO:0042119","GO:0042119","neutrophil activation","10/1402","28/13303",0.000361123873585162,0.00798083760623209,0.00666385106771339,"Ccl5/Il15/Stx11/Ptafr/Itgam/Dnase1l3/Syk/Cd300a/Cxcr2/Fcgr4",10
"GO:1903901","GO:1903901","negative regulation of viral life cycle","10/1402","28/13303",0.000361123873585162,0.00798083760623209,0.00666385106771339,"Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim12a/Trim30d/Ptx3/Trim15/Ifitm1",10
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","17/1402","66/13303",0.000365961401448472,0.0080091896515362,0.00668752449858537,"Cd274/Havcr2/Crtam/Foxj1/Inpp5d/Cebpb/Lgals7/Prdm1/Zc3h12d/Cd300a/Slfn1/Btn1a1/Sox11/Ido1/Il20rb/Ceacam1/Blk",17
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","17/1402","66/13303",0.000365961401448472,0.0080091896515362,0.00668752449858537,"Cd274/Havcr2/Crtam/Foxj1/Inpp5d/Cebpb/Lgals7/Prdm1/Zc3h12d/Cd300a/Slfn1/Btn1a1/Sox11/Ido1/Il20rb/Ceacam1/Blk",17
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","11/1402","33/13303",0.000368709498024684,0.0080091896515362,0.00668752449858537,"P2rx7/Gm11127/H2-T24/H2-Q10/Nckap1l/Gm8909/Ripk3/H2-Q1/H2-Q2/Ptprc/Muc4",11
"GO:0007622","GO:0007622","rhythmic behavior","11/1402","33/13303",0.000368709498024684,0.0080091896515362,0.00668752449858537,"Nr1d1/Trp53/Id2/Chrnb2/Il6/Nlgn1/Lepr/Ciart/Ptger4/Adora2a/Csf2",11
"GO:0060563","GO:0060563","neuroepithelial cell differentiation","8/1402","19/13303",0.000387972503538772,0.0083209461412978,0.00694783537316602,"Serpine1/Cebpb/Wnt11/Dlx3/Bmp2/Sox11/Fam20c/Wnt4",8
"GO:0070193","GO:0070193","synaptonemal complex organization","8/1402","19/13303",0.000387972503538772,0.0083209461412978,0.00694783537316602,"Sycp1/Syce2/Hormad1/Tex11/Hspa2/Sycp3/Tex15/Cpeb1",8
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process","8/1402","19/13303",0.000387972503538772,0.0083209461412978,0.00694783537316602,"P2rx7/Cd274/Ccl5/Trp53/Nfkbid/Ido1/Pdcd1/Ceacam1",8
"GO:0031652","GO:0031652","positive regulation of heat generation","6/1402","11/13303",0.000392083052514236,0.00837377376441118,0.00699194545660062,"Ccl5/Tnf/Il1b/Cnr1/Abat/Tnfsf11",6
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","24/1402","110/13303",0.000400266636390059,0.00851278373544213,0.00710801619874353,"Ccl5/Csf1r/Crlf1/Prl2c3/Gadd45a/Il15/Prl2c2/Socs2/Socs1/Il6/Agap2/Cyp1b1/Cd40/Hcls1/Ptprc/Bcl3/Cd300a/Ptger4/Cdk5r1/Osm/Gfra2/Stra6/Csf2/Il23r",24
"GO:1901342","GO:1901342","regulation of vasculature development","42/1402","235/13303",0.000423716767811907,0.00891183523575857,0.00744121678465443,"Hspb1/Gab1/Id1/Sp100/Ccl5/Tnf/Serpine1/Klf4/Gadd45a/Stab1/Cd34/Gata2/Sema6a/Prl2c2/Angpt2/Il1a/Hmox1/C3ar1/Ppp1r15a/Ccl2/Smoc2/Cyp1b1/Ppp1r16b/Cd40/Il1b/Gpr4/Pparg/Rgcc/Itgax/Cxcr2/Hhex/Ccr2/Ptger4/Fasl/Apoh/Cysltr1/Adgrb2/Hyal1/Ceacam1/Notch4/Wnt4/Prkd1",42
"GO:0043269","GO:0043269","regulation of ion transport","73/1402","470/13303",0.000424034144210987,0.00891183523575857,0.00744121678465443,"P2rx7/Rab3gap1/Hsd3b2/Fgfr1/Ccl5/Ngf/Rrad/Serpine1/Chrnb2/Cd84/Icam1/Car2/Gem/Syt7/Arc/Syt11/Rab3b/Hecw2/Il1a/Per1/Vamp2/Hspa2/Cebpb/Edn1/Ptafr/Neto2/Slc6a4/Ccl2/Atp1a2/Trpv3/Abcb1a/Stac/Trpc6/Rgs2/Nlgn1/Il1b/P2ry12/Kcnj12/Fhl1/Cxcl1/Cacnb2/Hvcn1/Syk/Cd300a/Trpv2/Cxcl12/Cftr/Il1rn/Casq2/Dysf/Kcnip3/Cnr1/Chrm1/Abat/Kcnab1/Kcnu1/Snta1/Rangrf/Gjc2/Kcnh3/Fgfr4/Pdzk1/Tmc1/Rasgrf2/Tcaf2/Adora2a/Tnfsf11/Car7/P2rx5/Prkd1/Jph3/Wnk3/Akap6",73
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","13/1402","44/13303",0.000424289617755966,0.00891183523575857,0.00744121678465443,"Atf3/Sp100/Skil/Serpine1/Mal/Icam1/Tnfrsf23/Hmox1/Faim2/Bmpr1b/Pmaip1/Timp3/Tmc8",13
"GO:0042745","GO:0042745","circadian sleep/wake cycle","7/1402","15/13303",0.000426290347875891,0.00891276397595541,0.00744199226545704,"Nr1d1/Chrnb2/Il6/Nlgn1/Ptger4/Adora2a/Csf2",7
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","25/1402","117/13303",0.000427876184203738,0.00891276397595541,0.00744199226545704,"Cd274/Ccl5/Csf1r/Havcr2/Chrnb2/Il15/Nckap1l/Il1a/Ccdc88b/Il6/Prkcq/Cdkn1a/Cd40/Il1b/Ptprc/Ccr7/Syk/Slamf1/Tnfsf13b/Ccr2/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfrsf13c",25
"GO:0015837","GO:0015837","amine transport","16/1402","61/13303",0.000433101062770212,0.00891276397595541,0.00744199226545704,"P2rx7/Rab3gap1/Chrnb2/Syt7/Syt11/Rab3b/Ptgs1/Rgs2/Il1b/P2ry12/Cxcl12/Il1rn/Cnr1/Abat/Adora2a/Oxtr",16
"GO:0043299","GO:0043299","leukocyte degranulation","16/1402","61/13303",0.000433101062770212,0.00891276397595541,0.00744199226545704,"Cd84/Nckap1l/Gata2/Stx11/Hmox1/Vamp2/Nr4a3/Ptafr/Lat2/Itgam/Syk/Cd300a/Ccr2/Lat/Klrc1/Blk",16
"GO:0051453","GO:0051453","regulation of intracellular pH","16/1402","61/13303",0.000433101062770212,0.00891276397595541,0.00744199226545704,"Trp53/Atp6v0d1/Car2/Slc9b1/Slc9a2/Cln5/Slc4a5/Atp6v0a4/Hvcn1/Nox1/Slc11a1/Cftr/Fasl/Slc9a4/Car7/Slc9a9",16
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","17/1402","67/13303",0.000442996381957449,0.009079639554394,0.00758133027186941,"Crlf2/Prl2c3/Gadd45a/Prl2c2/Socs2/Socs1/Il6/Agap2/Cyp1b1/Ptprc/Bcl3/Pparg/Cd300a/Cdk5r1/Ptprt/Gfra2/Stra6",17
"GO:0032675","GO:0032675","regulation of interleukin-6 production","26/1402","124/13303",0.000451702621663037,0.00922090130888842,0.00769928121135221,"P2rx7/Ddx58/Trim30a/Arid5a/Tnf/Havcr2/Il33/Cd84/Nckap1l/Syt11/Il1a/Foxj1/Inpp5d/Il6/Cebpb/Ptafr/Il1b/Nos2/Syk/Irak3/Slamf1/Ereg/Nod1/Gas6/Tnfsf4/C1qtnf4",26
"GO:1903046","GO:1903046","meiotic cell cycle process","31/1402","158/13303",0.000462679575062697,0.00938195928561987,0.00783376162846627,"Sycp1/Zcwpw1/Piwil2/Prdm9/Ovol1/Tdrkh/Syce2/Tex14/M1ap/Hsf2bp/Slc25a31/Hormad1/Tex11/Hspa2/Edn1/Cyp26b1/Sycp3/Tdrd12/Tex15/Msh4/Hfm1/Ereg/Hormad2/Sycp2/Osm/Fmn2/Brdt/Gm960/Wnt4/Msx1/Cpeb1",31
"GO:0043030","GO:0043030","regulation of macrophage activation","12/1402","39/13303",0.000465129596690185,0.00938195928561987,0.00783376162846627,"Adgrf5/Nr1d1/Havcr2/Il1rl1/Il33/Cd84/Ulbp1/Syt11/Cebpa/Shpk/Pparg/Slc7a2",12
"GO:0070232","GO:0070232","regulation of T cell apoptotic process","12/1402","39/13303",0.000465129596690185,0.00938195928561987,0.00783376162846627,"Cd274/Ccl5/Trp53/Serpinb9/Ripk3/Prkcq/Nfkbid/Gimap8/Ido1/Pdcd1/Tnfsf4/Ceacam1",12
